"prompt_original_en","descripcion_original_en","prompt_traducido_es","descripcion_traducida_es","prompt_procesado_es","descripcion_procesada_es"
"the mayan pyramid in chichena, mexico, ancient megastructure pyramid, pyramid surrounded with greenery, ancient pyramid, giant tomb structures, ancient civilizations, aztec architecture, mayan temple in the jungle, mayan style, maya temples, lost world pyramid, aztec mythology, mayan, giant aztec spaceship, pyramid background, ancient civilization, pyramid, temple of the sun","Our delighted customers capturing unforgettable memories at Chichen Itza, with the iconic Pyramid of KukulcÃ¡n as a backdrop. Join us for your own extraordinary adventure. ð¸ð¿ #ChichenItza #UnforgettableMoments #TravelWithUs
.
Nuestros encantados clientes capturando recuerdos inolvidables en ChichÃ©n ItzÃ¡, con la icÃ³nica PirÃ¡mide de KukulcÃ¡n como telÃ³n de fondo. AcompÃ¡Ã±anos en tu propia aventura extraordinaria. ð¸ð¿ #ChichenItza #MomentosInolvidables #ChichenItzaWonderOfTheWorld","La pirámide maya en Chichena, México, la antigua pirámide de la megaestructura, la pirámide rodeada de vegetación, la pirámide antigua, las estructuras de tumbas gigantes, las civilizaciones antiguas, la arquitectura azteca, el templo maya en la jungla, el estilo maya, los templos mayas, la pyrámida mundial perdida, la mitología aztología, la maya, gigante aztec spaceship, el fondo de la piramización de la pyramida, la antena de la antena de la antigua, la micología, maya, gigante, la espacética, el espemploza, la civil de la antigua piramada, el antecedente de la antena de la pyramida, la antigüedad, la mitología de la aztología, la gigante, la espesamia gigante, el espemploza, el entorno de la pyrámida, la antigüedad, la antigüedad, el antecedente de la antena de la antena. Pirámide, templo del sol","Nuestros clientes encantados que capturan recuerdos inolvidables en Chichen Itza, con la icónica pirámide de Kukulcén como telón de fondo. Únase a nosotros para su propia aventura extraordinaria. ð ¸ð ¿#chichenitza #unforgettablemoments #travelwithus
.
Nuestros Encantados Clientes Capturando Recuerdos inolvidables en Chichã © n itzãater, con la icã³nica pirá de kukulcãater como telé de fondo. ACOMPRACIÓN ANOS EN tu propia Aventura extraordinaria. ð ¸ð ¿#chichenitza #momentosinolvidables #chichenitzawonderoftheworld","pyramida aztologia piramizacion pyramida antena antena micologia espacetica espemploza civil piramada antecedente antena pyramida antiguedad aztologia espesamia espemploza entorno pyramida antiguedad antiguedad antecedente antena antena","nuestros clientes encantados capturan recuerdos inolvidables iconica kukulcen telon fondo unase nosotros propia aventura extraordinaria unforgettable moments with us nuestros encantados clientes capturando recuerdos inolvidables chicha icanica pira kukulcaater tele fondo acompracion anos tu propia aventura extraordinaria momentos in ol vid able s"
"a picture of a pyramid with a sky in the background, 3d parallax view effect, symmetric matte painting, the styles of escher and penrose, ancient megastructure pyramid, pyramid background, pyramid portal, symmetrie, panoramic photography, image split in half, perfect symmetrical image, brilliant symmetry, symmetry ; photorealistic, warped perspectives","Admire the majestic Plumed Serpent at Chichen Itza against a backdrop of breathtaking purples and oranges in the evening sky. Witness the magic of Mayan culture. ðð #ChichenItza #PlumedSerpent #MayanHeritage
.
Admira la majestuosa Serpiente Emplumada de ChichÃ©n ItzÃ¡ con un impresionante telÃ³n de fondo de tonos morados y naranjas en el cielo nocturno. SÃ© testigo de la magia de la cultura maya. ðð #ChichenItza #SerpientePlumada #PatrimonioMaya","Una imagen de una pirámide con un cielo en el fondo, efecto de vista de paralaje 3D, pintura mate simétrica, estilos de Escher y Penrose, antigua megaestructura piramidal, fondo piramidal, portal piramidal, simetrie, fotografía panorámica, división de imagen en la mitad, imagen simétrica perfecta, simetría brillante, simetría; Perspectivas fotorrealistas y deformadas","Admire a la majestuosa serpiente plumada en Chichen Itza en un contexto de impresionantes púrpuras y naranjas en el cielo de la tarde. Sea testigo de la magia de la cultura maya. ð ð #chichenitza #plumedserpent #mayanheritage
.
Admira la Majestuosa Serpiente Emplumada de Chiché n itzãater Conun Profesionante Telén de Fondo de Tonos Morados y Naranjas en El Cielo Nocturno. Sé testigo de la magia de la cultura maya. ð ð #chichenitza #serpienteplumada #patrimoniomaya","imagen cielo efecto vista paralaje 3d pintura mate simetrica estilos escher penrose piramidal piramidal piramidal simetrie fotografia panoramica division imagen mitad imagen simetrica perfecta simetria brillante simetria perspectivas fotorrealistas deformadas","admire majestuosa serpiente plumada contexto impresionantes purpuras naranjas cielo tarde sea testigo magia cultura plumed serpent heritage admira majestuosa serpiente emplumada chiche conun profesionante telen fondo tonos morados naranjas cielo nocturno testigo magia cultura ser pie pluma da patri mon io"
"the pyramid at chichena, ancient megastructure pyramid, pyramid surrounded with greenery, giant aztec spaceship, ancient pyramid, aztec mythology, maya temples, giant tomb structures, temple of the sun, mayan temple in the jungle, mayan, mayan style, aztec architecture, lost world pyramid, ziggurat, classic mayan mythology, monumental giant palace, ancient civilizations","When night falls over Chichen Itza, the magic awakens at 'Kukulkan Nights.' A dazzling spectacle that illuminates the heart of the ancient Mayan wonder, taking you on a journey through history and mythology. Get ready to be captivated by the lights, the sounds, and the essence of a civilization that endures through time. â¨ð #KukulkanNights #ChichenItza #NightMagic
.
Cuando la noche cae sobre Chichen Itza, la magia se despierta en 'Kukulkan Nights'. Un espectÃ¡culo deslumbrante que ilumina el corazÃ³n de la antigua maravilla maya, llevÃ¡ndote en un viaje a travÃ©s de la historia y la mitologÃ­a. PrepÃ¡rate para ser cautivado por las luces, los sonidos y la esencia de una civilizaciÃ³n que perdura en el tiempo. â¨ð #KukulkanNights #ChichenItza #MagiaNocturna","La pirámide en Chichena, la antigua pirámide de la megaestructura, la pirámide rodeada de vegetación, la nave espacial azteca gigante, la antigua pirámide, la mitología azteca, los templos mayas, las estructuras de tumbas gigantes, el templo del sol, el templo maya en la jungla, el estilo maya, el estilo maya, la arquitectura de Aztec, la piramida mundial perdida, la ziggurat, la geatología del mundo, la geatología del monumiente, la jóveno, la milla de monumento, la arquitectura de Aztec, la piramida mundial perdida, la cajón de la ziggo, la geología monumental, la geología monumental, la geología monumental, la meta de la monumiente, la meta de la mano, la milla de la mierda, la gafa de la ziggara, la mada de monumental. palacio, civilizaciones antiguas","Cuando la noche cae sobre Chichen Itza, la magia se despierta en las 'Noches de Kukulkan'. Un espectáculo deslumbrante que ilumina el corazón de la antigua maravilla maya, que te lleva a un viaje a través de la historia y la mitología. Prepárese para ser cautivado por las luces, los sonidos y la esencia de una civilización que perdura a través del tiempo. ¨ð #kukulkannights #chichenitza #nightmagic
.
Cuando la Noche Cae Sobre Chichen Itza, La Magia se despieta en 'Kukulkan Nights'. Un Eppectã ¡Deslumbrante que ilumina el Corazã³n de la Antigua Maravilla Maya, Llevã`ndote en un Viaje A Travã © S de la Historia y la Mitologãa. PrepáTe para ser cautivado por las luces, los sonidos y la esencia de una civilizacié -que perdura en el tiempo. ¨ð #kukulkannights #chichenitza #magianocturna","piramida ziggurat geatologia geatologia monumiente joveno milla monumento piramida cajon ziggo geologia geologia geologia meta monumiente meta mano milla mierda gafa ziggara mada","cuando noche cae sobre magia despierta noches espectaculo deslumbrante ilumina corazon antigua maravilla lleva viaje traves mitologia preparese ser cautivado luces sonidos esencia civilizacion perdura traves tiempo lk nights night magic cuando noche cae sobre magia despieta nights eppecta deslumbrante ilumina corazan antigua maravilla lleva ndote viaje trava mitologaa prepate ser cautivado luces sonidos esencia civilizacie perdura tiempo lk nights magi nocturna"
"a very big pyramid, ancient megastructure pyramid, aztec mythology, giant aztec spaceship, ancient pyramid, aztec architecture, ancient civilizations, lost world pyramid, mayan style, the tower of babel, maya temples, the oracle of the mayan elders, giant tomb structures, mayan, tower of babel, pyramid, lost civilizations, temple of the sun","At Chichen Itza, we stand together on International Breast Cancer Day. Like the pyramid of health and awareness, we emphasize the significance of looking after your well-being and that of your loved ones.ððº Together, we are stronger. #ChichenItza #BreastCancerDay #Prevention
.
En Chichen Itza, nos unimos a la lucha en el DÃ­a Internacional contra el CÃ¡ncer de Mama. Como la pirÃ¡mide de la salud y la concienciaciÃ³n, te recordamos la importancia de cuidar tu bienestar y el de tus seres queridos. ððº Juntos, somos mÃ¡s fuertes. #ChichenItza #DÃ­aContraElCÃ¡ncerDeMama #PrevenciÃ³n","a very big pyramid, ancient megastructure pyramid, aztec mythology, giant aztec spaceship, ancient pyramid, aztec architecture, ancient civilizations, lost world pyramid, mayan style, the tower of babel, maya temples, the oracle of the mayan elders, giant tomb structures, mayan, tower of babel, pyramid, lost civilizations, temple of the sun","En Chichen Itza, nos unimos en el Día Internacional del Cáncer de Mama. Al igual que la pirámide de la salud y la conciencia, enfatizamos la importancia de cuidar su bienestar y el de sus seres queridos. #Chichenitza #BreastCancerday #Prevention
.
En Chichen itza, Nos Unimos a la Lucha en el Dãa Contra Internacional Contra El Cãater de Mama. Como la Pirãater de la Salud y la concienciacié, te Recordamos la Importia de Cuidar tu Bienestar y el de Tus seres Queridos. ð ð º Juntos, Somos mãumbs Fuertes. #Chichenitza #Dãacontraelcãaterdemama #PrevENENCIAL","big civilizations tower babel elders tower babel civilizations","nos unimos dia internacional cancer mama igual salud conciencia enfatizamos importancia cuidar bienestar sus seres queridos breast cancer prevention nos unimos lucha daa contra internacional contra caater mama piraater salud concienciacie recordamos importia cuidar tu bienestar tus seres queridos juntos somos maumbs fuertes daa contra ca at erde mama pr even enc i"
"the sun is setting, pyramid ruins at sundown, ancient megastructure pyramid, temple of the sun, ancient pyramid, maya temples, giant aztec spaceship, trampling an ancient city, pyramid background, lost world pyramid, aztec architecture, monumental giant palace, the oracle of the mayan elders, giant tomb structures, ancient civilizations, aztec mythology, ancient majestic, mayan style","Deep within the majestic Chichen Itza lies 'El Caracol' ð, a pyramid that not only astounds with its unique architecture but also with its captivating astronomical history. This millennia-old structure served as an observatory, enabling the ancient Maya to accurately track celestial movements. A wonder of the past that still leaves us breathless! â¨ð #ChichenItza #ElCaracol #AstronomicalWonders
.
En lo profundo de la majestuosa Chichen Itza, se encuentra 'El Caracol' ð, una pirÃ¡mide que no solo asombra por su arquitectura Ãºnica, sino tambiÃ©n por su fascinante historia astronÃ³mica. Esta estructura milenaria sirviÃ³ como observatorio, permitiendo a los antiguos mayas rastrear con precisiÃ³n los movimientos celestiales. Â¡Una maravilla del pasado que aÃºn nos deja sin aliento! â¨ð #ChichenItza #ElCaracol #MisteriosAstronÃ³micos","El sol se está poniendo, ruinas piramidales al atardecer, la antigua pirámide de la megaestructura, el templo del sol, la antigua pirámide, los templos mayas, la nave espacial azteca gigante, pisoteando una ciudad antigua, antecedentes de la pirámide, pirámide mundial perdida, arquitectura azteca, palacio monumental, el oráculo de las elecciones mayas, las estructuras gigantes mitología, antiguo majestuoso, estilo maya","En lo profundo del majestuoso Chichen Itza se encuentra 'El Caracol' ð, una pirámide que no solo asombra con su arquitectura única sino también con su cautivadora historia astronómica. Esta estructura de milenios sirvió como observatorio, lo que permite a los antiguos mayas rastrear con precisión los movimientos celestiales. ¡Una maravilla del pasado que todavía nos deja sin aliento! ¨ð #chichenitza #elcaracol #ArsonomicalWonders
.
En lo Profundo de la Majestuosa Chichen Itza, se Encuentra 'el Caracol' ð, una Pirãines que no hay solo asombra por su arquitectura máriChnica, sino tambié. ESTA ESTRUCTURA MILENARIA SIRVIJO COMO OBSERVATORIO, PERMITIVO A LOS ANTIGUOS MAYAS RASTRAR CON PRECISIÍA LOS MOVIMIENTOS Celestiales. Â¡una maravilla del pasado que aá -nos deja sin aliento! ¨ð #Chichenitza #Elcaracol #Misteriosastroné Micos","se esta poniendo piramidales al atardecer pisoteando antecedentes elecciones antiguo majestuoso","lo profundo majestuoso encuentra caracol solo asombra arquitectura unica sino tambien cautivadora astronomica estructura milenios sirvio observatorio lo permite antiguos rastrear precision movimientos celestiales maravilla pasado todavia nos deja sin aliento caracol arson om ical wonders lo profundo majestuosa encuentra caracol piraines hay solo asombra arquitectura marichnica sino tambie estructura milenaria sirvijo observatorio permitivo antiguos rastrar precisiia movimientos celestiales maravilla pasado aa nos deja sin aliento caracol mister ios as tr one micos"
"the pyramid at chichena, ancient megastructure pyramid, maya temples, mayan, ancient pyramid, monumental giant palace, trampling an ancient city, mayan style, pyramid, giant tomb structures, the oracle of the mayan elders, aztec architecture, pyramid surrounded with greenery, classic mayan mythology, aztec mythology, brutalist aztec architecture, mayan temple in the jungle","Did you know that the Kukulkan Pyramid at Chichen Itza has 365 steps, one for each day of the year? Furthermore, during the equinoxes, a shadow is cast on the main staircase, creating the illusion of a descending serpent. An astonishing tribute to the Mayans' astronomical knowledge! ððï¸ #ChichenItza #FascinatingMystery #MayanCulture
.
Â¿SabÃ­as que la PirÃ¡mide de Kukulkan en Chichen Itza cuenta con 365 escalones, uno por cada dÃ­a del aÃ±o? AdemÃ¡s, durante los equinoccios, una sombra se proyecta en la escalera principal creando la ilusiÃ³n de una serpiente que desciende. Â¡Un asombroso tributo al conocimiento astronÃ³mico de los mayas! ððï¸ #ChichenItza #FascinanteMisterio #CulturaMaya","La pirámide en Chichena, la antigua pirámide de la megaestructura, los templos mayas, maya, la antigua pirámide, el palacio gigante monumental, la pisoteo de una ciudad antigua, el estilo maya, la pirámide, las estructuras de tumbas gigantes, el oráculo de los ancianos mayas, la arquitectura azteca, la piramida rodeada de greenery, clásico miochología, mythología, aztecalia, aztología, bruttecalista, britute de la arquitectura britutada, azcalia, aztéquología, aztéquiaria, aztéqui Arquitectura, templo maya en la jungla","¿Sabías que la pirámide Kukulkan en Chichen Itza tiene 365 pasos, uno para cada día del año? Además, durante los equinoccios, se lanza una sombra en la escalera principal, creando la ilusión de una serpiente descendente. ¡Un asombroso homenaje al conocimiento astronómico de los mayas! ð ð ï¸ #chichenitza #fasciningmytery #mayanculture
.
Â¿Sabãas que la Pirãater de Kukulkan en Chichen itza cuenta con 365 escalones, Uno por Cada dãa del aã ± o? Ademãumbs, Durante los Equinoccios, una Sombra se proyecta en la Escalera Director Creando la Ilusiã³n de una serpiente que desciende. Â¡Un Asombroso Tributo al Conocimento Astroné Mico de Los Mayas! ð ð ï¸ #chichenitza #fascinemisterio #Culturamaya","pisoteo piramida clasico miochologia mythologia aztecalia aztologia bruttecalista britute britutada azcalia aztequologia aztequiaria aztequi","sabias tiene 365 pasos uno cada dia ano ademas durante equinoccios lanza sombra escalera principal creando ilusion serpiente descendente asombroso homenaje conocimiento astronomico fa sci ning my ry sabaas piraater cuenta 365 escalones uno cada daa aa ademaumbs durante equinoccios sombra proyecta escalera director creando ilusian serpiente desciende asombroso tributo conocimento astrone mico f as cine mister io cultura"
"a pyramid in the middle of a field, ancient megastructure pyramid, ancient pyramid, maya temples, giant tomb structures, pyramid, aztec architecture, pyramid surrounded with greenery, mayan, pyramid background, giant aztec spaceship, monumental giant palace, pyramid in background, pyramid portal, temple of the sun, lost world pyramid, pyramid ruins at sundown, ancient civilizations","The Kukulkan Pyramid is just one part of Chichen Itza. This archaeological site also houses the Great Ball Court, where a ritual game was played with a rubber ball. Discover more about the rich Mayan culture by exploring its fascinating ruins! â½ðï¸ #MayanCulture #ChichenItza #AncientHistory
.
La PirÃ¡mide de KukulkÃ¡n es solo una parte de Chichen Itza. Este sitio arqueolÃ³gico tambiÃ©n alberga el Gran Juego de Pelota, donde se jugaba un juego ritual con una pelota de caucho. Â¡Descubre mÃ¡s sobre la rica cultura maya explorando sus fascinantes ruinas! â½ðï¸ #CulturaMaya #ChichenItza #HistoriaAntigua","Una pirámide en medio de un campo, la antigua pirámide de megaestructura, pirámide antigua, templos mayas, estructuras de tumbas gigantes, pirámide, arquitectura azteca, pirámide rodeada de vegetación, maya, antecedentes de pirámide, espacios de la mano de la ruida gigante, la pirámida del mundo, la pirámida de la pirámid puesta de sol, civilizaciones antiguas","La pirámide Kukulkan es solo una parte de Chichen Itza. Este sitio arqueológico también alberga la gran cancha de pelota, donde se jugó un juego ritual con una pelota de goma. ¡Descubra más sobre la rica cultura maya explorando sus ruinas fascinantes! â ½ð ï¸ #Mayanculture #Chichenitza #ancienthistory
.
La Pirãater de Kukulkãater es solo una parte de Chichen itza. Este sitio arqueolégico tambié -n alberga el gran juego de pelota, donde se jugaba un juego ritual con una pelota de caucho. Â¡Descubre MéS SOBRE LA RICA CULTURA MAYA EXPLORANDO SUS FASCINANTES RUINAS! Â ½ð ï¸ #Culturamaya #Chichenitza #Historiaantigua","medio campo antecedentes espacios mano ruida piramida piramida puesta","solo parte arqueologico tambien alberga gran cancha pelota donde jugo juego ritual pelota goma descubra sobre rica cultura explorando sus ruinas fascinantes ancient history piraater kukulkaater solo parte arqueolegico tambie alberga gran juego pelota donde jugaba juego ritual pelota caucho descubre mes sobre rica cultura explorando sus fascinantes ruinas cultura antigua"
"a couple standing in front of a pyramid, ancient megastructure pyramid, ancient pyramid, giant tomb structures, lost world pyramid, giant aztec spaceship, maya temples, pyramid portal, mayan temple in the jungle, the oracle of the mayan elders, pyramid surrounded with greenery, pyramid, temple of the sun, aztec architecture, mayan style, monumental giant palace","A fortunate traveler shared this stunning view of the Kukulkan Pyramid at Chichen Itza. This archaeological wonder, also known as El Castillo, is a testament to the brilliance of the ancient Mayans. Its design reflects their profound understanding of astronomy and its significance in the Mayan calendar.
If you haven't had the chance to explore this wonder yet, we invite you to do so! Chichen Itza awaits you with its history, mystery, and beauty. Thanks to our friend for sharing this incredible image. ðï¸â¨ #ChichenItza #LivingHistory #TravelThroughTime #ExploreChichenItza

Thank you @gaelgonzalez  for this amazing pic. 
.
.
Un viajero afortunado compartiÃ³ esta impresionante vista de la PirÃ¡mide de Kukulkan en Chichen Itza. Esta maravilla arqueolÃ³gica, tambiÃ©n conocida como El Castillo, es un testimonio de la genialidad de los antiguos mayas. Su diseÃ±o refleja su profundo conocimiento de la astronomÃ­a y su importancia en el calendario maya.
Si aÃºn no has tenido la oportunidad de explorar esta maravilla, Â¡te invitamos a hacerlo! Chichen Itza te espera con su historia, misterio y belleza. Gracias a nuestro amigo por compartir esta imagen increÃ­ble. ðï¸â¨ #ChichenItza #HistoriaViva #ViajaEnElTiempo #ExploraChichenItza

Gracias Gael Gonzalez por esta increÃ­ble foto.","Una pareja parada frente a una pirámide, pirámide de megaestructura antigua, pirámide antigua, estructuras de tumbas gigantes, pirámide del mundo perdido, nave espacial azteca gigante, templos mayas, portal de pirámide, templo maya en la jungla, el oráculo de los ancianos mayas, piramides rodeadas de greenery, piramid, templo del sol, la arquitectura de la arquitectura del sol, la arquitectura de la arquitectura, puede, el estilo de la arquitectura, la arquitera, el estilo de la arquitectura, la arquitectura, la arquitectura de Monume. palacio","Un viajero afortunado compartió esta impresionante vista de la pirámide Kukulkan en Chichen Itza. Esta maravilla arqueológica, también conocida como El Castillo, es un testimonio de la brillantez de los antiguos mayas. Su diseño refleja su profunda comprensión de la astronomía y su importancia en el calendario maya.
Si aún no ha tenido la oportunidad de explorar esta maravilla, ¡lo invitamos a hacerlo! Chichen Itza te espera con su historia, misterio y belleza. Gracias a nuestro amigo por compartir esta increíble imagen. ð ï¸ â ¨ #chichenitza #livinghistory #traveltrothtoughtime #explorechichenitza

Gracias @Gaelgonzalez por esta increíble foto. 
.
.
Un ViaJero Afortunado Comartié, la empresa Vista de la Pirãater de Kukulkan en Chichen itza. ESTA MARAVILLA ARQUEOLJAGICA, TAMBI -N CONOCIDA COMO EL CASTILLO, ES UN TESTIMONIO DE LA GENICIAD DE LOS ANTIGUOS MAYAS. Su Dise. O Refleja Su Profundo Conocimiento de la astronomía y su importancia en el Calendario Maya.
Si aãºn no tiene tenido la oportunidad de exploral esta maravilla, â¡te invitamos a hacerlo! Chichen Itza te Espera Con Su Historia, Misterio y Belleza. Gracias A Nuestro Amigo por Compartir Esta Imagen Increãble. ð ï¸ â ¨ #chichenitza #historiaviva #viajaeneltiempo #explorachichenitza

Gracias Gael González por Esta Increãble Foto.","pareja parada rodeadas puede arquitera monume","viajero afortunado compartio impresionante vista maravilla arqueologica tambien conocida testimonio brillantez antiguos diseno refleja profunda comprension astronomia importancia calendario si aun ha tenido oportunidad explorar maravilla lo invitamos hacerlo espera misterio belleza gracias nuestro amigo compartir increible imagen living history troth tough time explore gracias increible viajero afortunado comartie empresa vista piraater maravilla arqueoljagica tambi conocida testimonio geniciad antiguos dise refleja profundo conocimiento astronomia importancia calendario si aan tiene tenido oportunidad exploral maravilla ate invitamos hacerlo espera misterio belleza gracias nuestro amigo compartir imagen increable viva via jaen tiempo exp lora gracias gael gonzalez increable"
"a building with many windows and a door, maya temples, mayan temple in the jungle, ruined temple covered with moss, mayan style, mayan, lost civilizations, lost temple, ancient alien portal, ancient alien jungle, submerged pre - incan temple, ruined temple, ancient temple ruins, with a creepy secret temple, secret overgrown temple, lost city","On September 22nd, we appreciated the Plumed Serpent descending on the steps by the Pyramid of Kukulcan, also known as ""El Castillo""ð. The Equinox is an impressive event that occurs in the Spring and Autumn. Did you ever see it? Tell us your experience.ð
.
.
El 22 de Septiembre apreciamos a la Serpiente Emplumada descender de los escalones de la Piramide de KukulcÃ¡n, tambiÃ©n conocido como ""El Castillo""ð. El Equinoccio es un suceso impresionante que ocurre en la pimavera y en otoÃ±o. Â¿Lo has visto? CuÃ©ntanos tu experienciað

#Equinox #ChichenItza #AutumnEquinox #themayanculture 

www.chichenitza.com","Un edificio con muchas ventanas y una puerta, templos mayas, templo maya en la jungla, templo en ruinas cubierto de musgo, estilo maya, maya, civilizaciones perdidas, templo perdido, portal antiguo alienígena, antigua jungla alienígena, templo pre -incántico sumergido, templo en ruinas, templo antiguo, con un templo secreto y secreto, un templo secreto secreto, el templo de la ciudad perdida, la ciudad perdida.","El 22 de septiembre, apreciamos la serpiente de la columna que desciende en los escalones por la pirámide de Kukulcan, también conocida como ""El Castillo"" ð. El equinoccio es un evento impresionante que ocurre en primavera y otoño. ¿Alguna vez lo viste? Cuéntanos tu experiencia.
.
.
El 22 de Septiembre Apreciamos a la Serpiente Emplumada Descender de los Escalones de la Piramide de Kukulcãi, Tambiã © n Conocido como ""El Castillo"" ð. El Equinoccio un suceso Prensionante que ocurre en la pimavera y en oto -o. Â¿Lo tiene VISTO? CU- ntanos tu experiencia

#Equinox #chichenitza #autumnequinox #themayanculture 

www.chichenitza.com","edificio muchas ventanas puerta cubierto musgo perdidas antiguo alienigena alienigena pre incantico sumergido antiguo secreto secreto","22 septiembre apreciamos serpiente columna desciende escalones kukulcan tambien conocida equinoccio evento impresionante ocurre primavera otono alguna vez lo viste cuentanos tu experiencia 22 septiembre apreciamos serpiente emplumada descender escalones kukulcai tambia conocido equinoccio suceso prensionante ocurre pimavera oto lo tiene visto cu ntanos tu experiencia autumn www chichenitza com"
"a woman in a pink dress and straw hat standing in front of a pyramid, standing before ancient ruins, beautiful ancient ruins behind, mayan style, ancient megastructure pyramid, the oracle of the mayan elders, ancient ruins behind her, maya temples, temple of the sun, temples behind her, mayan temple in the jungle, giant tomb structures, mayan","On October 4th celebrate World Animal Day at Chichen Itza discovering the Mayan Culture in their Ruins.ð¿

Let's dive into the adventure ðºï¸
.
.
El 4 de Octubre celebra el DÃ­a Mundial de los Animales descubriendo la Cultura Mayan en sus Ruinas. ð¿

Vamos a sumergirnos en la aventuraðºï¸

www.chichenitza.com

#ChichenItza #ExploreChichenItza #WorldAnimalDay #TheMayanCulture","Una mujer con un vestido rosa y un sombrero de paja de pie frente a una pirámide, de pie ante las antiguas ruinas, hermosas ruinas antiguas detrás, estilo maya, pirámide de megaestructura antigua, el oráculo de los ancianos mayas, ruinas antiguas detrás de ella, templos mayas, templo del sol, templos detrás de ella, templo mayas en la jungla, estructuras de tumbas gigantes, mayas.","El 4 de octubre celebra el Día Mundial de los Animales en Chichen Itza descubriendo la cultura maya en sus ruinas.

Vamos a sumergirnos en la aventura ð º¸
.
.
El 4 de octubre Celebra El Dãa Mundial de Los Animales Descubrido La Cultura Mayan en Sus Ruinas. ð ¿

Vamos a Sumergirnos en la aventurað ºï¸

www.chichenitza.com

#Chichenitza #explorechichenitza #Worldanimalday #Themayanculture","vestido rosa sombrero paja pie pie ante hermosas ella ella","4 octubre celebra dia mundial animales descubriendo cultura sus ruinas vamos sumergirnos aventura 4 octubre celebra daa mundial animales descubrido cultura sus ruinas vamos sumergirnos aventura www chichenitza com explore animal"
"a red stone with a design on it, teonanacatl glyph, relief sculpture, aztec iconography, red paint detail, tribal red atmosphere, cinematic and dramatic red light, detailed red lighting, low - relief stone sculpture, high - relief sculpture scene, red painted metal, red neon details, bas relief, by Rufino Tamayo, red rim light","Let's start October exploring new discoveries at Chichen Itza, one of the wonders of the world in the Yucatan Peninsulað¿. Discover together and dive into the adventure. ðºï¸
.
.
Comencemos Octubre explorando nuevos descubrimientos en Chichen Itza, una de las maravillas del mundo en la Peninsula de Yucatanð¿. Descubramos juntos y sumerjÃ¡monos en la aventura.ðºï¸

#ChichenItza #WonderOfTheWorld #MayanRuins #TheMayanCulture #October

www.chichenitza.com","Una piedra roja con un diseño, glifo teonanacatl, escultura de alivio, iconografía azteca, detalle de pintura roja, atmósfera roja tribal, luz roja cinematográfica y dramática, iluminación roja detallada, escultura de piedra de bajo alivio, escena de escultura de alivio alto, escena de metal rojo pintado rojo","Comencemos en octubre explorando nuevos descubrimientos en Chichen Itza, una de las maravillas del mundo en la península de Yucatán. Descubra juntos y sumergido en la aventura. ð ºï¸
.
.
Comencemos Octubre Explorando Nuevos Descubrimientos en Chichen itza, Una de las Maravillas del Mundo en la Peninsula de Yucatanð ¿. DESCUBRAMOS JUNTOS Y SUMERJJOMOS EN LA AVENTURA.ð ºG

#Chichenitza #wonderoftheworld #mayanruins #themayanculture #october

www.chichenitza.com","roja diseno glifo teonanacatl escultura alivio iconografia detalle pintura roja atmosfera roja tribal luz roja cinematografica dramatica iluminacion roja detallada escultura bajo alivio escena escultura alivio alto escena metal rojo pintado rojo","comencemos octubre explorando nuevos descubrimientos descubra juntos sumergido aventura comencemos octubre explorando nuevos descubrimientos descubramos juntos sumerjjomos aventura g ruins october www chichenitza com"
"a beach scene with people on the sand, standing on a beach in boracay, varadero beach, is relaxing on a beach, paradise in the background, beach background, panoramic photography, white beaches, white sand beach, beach bar, relaxing on the beach, white sand, white sandy beach, it's is relaxing on a beach, on a canva","Chichen Itza is a special place to enjoy with your family. So, It is for Adults and Children without important age. Learn all about the Mayan Culture with your children and appreciate the Mayan Ruins! ðð¿ #MayanCulture #ChichenItza #RuinsOfChichenItza #ArcheologicalSite 
.
Chichen Itza es un lugar especial para disfrutar en familia. Es para adultos y niÃ±os sin importar la edad. Â¡Aprende todo sobre la Cultura Maya con tus hijos y aprecia las Ruinas Mayas!ðð¿ #CulturaMaya #RuinasChichenItza","Una escena de playa con gente en la arena, de pie en una playa en Boracay, Varadero Beach, se relaja en una playa, paraíso en el fondo, fondo de playa, fotografía panorámica, playas blancas, playa de arena blanca, barra de playa, relajación en la playa, arena blanca, playa de arena blanca, es relajarse en una playa, en un lata","Chichen Itza es un lugar especial para disfrutar con su familia. Entonces, es para adultos y niños sin edad importante. ¡Aprenda todo sobre la cultura maya con sus hijos y aprecie las ruinas mayas! ð ð ¿#Mayanculture #chichenitza #ruinsofchichenitza #archeologicalSite 
.
Chichen Itza es Lugar Especial para disfrutar en Familia. Es para adultos y ni ni sen sen importar la edad. Â¡Prende TODO SOBRE LA CULTURA MAYA CON TUS HIJOS Y APRECIA LAS RUINAS MAYAS! Ð ð ¿#Culturamaya #ruinaschichenitza","escena playa gente arena pie playa boracay varadero beach se relaja playa paraiso playa fotografia panoramica playas blancas playa arena blanca barra playa relajacion playa arena blanca es relajarse playa lata","lugar especial disfrutar familia entonces adultos ninos sin edad importante aprenda todo sobre cultura sus hijos aprecie ruinas ruins archeological site lugar especial disfrutar familia adultos ni sen importar edad prende todo sobre cultura tus hijos aprecia ruinas cultura ruin as"
